Filler,Anova (p),Log^2 FX/Ctl,p-Value
g1688,0.427453262,-1.425272892,0.369111364
g1689,0.427476076,-0.961005678,0.369088186
g1690,0.427614139,7.421890803,0.368947943
g1691,0.427632103,1.134859477,0.368929699
g1692,0.427988234,-1.227131967,0.36856817
g1693,0.428253881,2.652517895,0.368298693
g1694,0.428375952,-0.300243515,0.368174917
g1695,0.428429012,-1.158011473,0.368121128
g1696,0.428451926,-0.909066106,0.368097901
g1697,0.428459241,-0.702116999,0.368090486
g1698,0.428467531,-6.67829004,0.368082083
g1699,0.428514189,-0.624698083,0.368034793
g1700,0.428588503,-0.86283401,0.367959483
g1701,0.428646319,-1.127074017,0.367900901
g1702,0.428714276,6.504126165,0.367832054
g1703,0.428762579,-3.466426029,0.367783125
g1704,0.428808569,6.135327767,0.367736545
g1705,0.428833847,-0.456116421,0.367710944
g1706,0.428906989,-0.562600464,0.367636877
g1707,0.428923354,4.222196055,0.367620307
g1708,0.428940735,-0.773506433,0.367602708
g1709,0.429024174,-0.841344319,0.367518236
g1710,0.429197477,-7.315074904,0.36734284
g1711,0.429286879,-5.618356479,0.367252385
g1712,0.429435169,0.569007778,0.367102391
g1713,0.429466484,3.466827495,0.367070723
g1714,0.429478658,1.056842566,0.367058413
g1715,0.429485124,-1.021113841,0.367051874
g1716,0.429577356,-1.13878559,0.366958619
g1717,0.429641889,-7.228151103,0.366893383
g1718,0.429654271,-0.931937982,0.366880867
g1719,0.42974007,0.178569181,0.36679415
g1720,0.429743212,-2.345477819,0.366790974
g1721,0.429842153,0.661462648,0.366690997
g1722,0.43027213,-5.836417524,0.366256784
g1723,0.430519662,-1.091577476,0.366007009
g1724,0.430609444,-5.205494998,0.36591645
g1725,0.431031832,-1.138993518,0.365490656
g1726,0.431099547,-2.100526926,0.365422434
g1727,0.431126695,0.660239586,0.365395085
g1728,0.431432324,5.268157754,0.36508732
g1729,0.431432342,0.834480197,0.365087301
g1730,0.431532491,4.420626379,0.3649865
g1731,0.431959252,4.633352918,0.36455722
g1732,0.431994676,-0.783114365,0.364521605
g1733,0.432036527,3.836355003,0.364479534
g1734,0.432074139,-0.916721941,0.364441727
g1735,0.432303183,-1.031689475,0.364211567
g1736,0.432317833,-2.562644831,0.36419685
g1737,0.432356962,-1.162688228,0.364157543
g1738,0.432478017,7.072578562,0.364035963
g1739,0.432488285,-0.789351972,0.364025652
g1740,0.432928106,-3.103005595,0.363584219
g1741,0.432989934,-5.485684144,0.3635222
g1742,0.433063808,0.518800839,0.36344811
g1743,0.433070519,0.940779744,0.36344138
g1744,0.433312865,-2.528243656,0.363198417
g1745,0.433343259,0.085902999,0.363167955
g1746,0.433356676,5.030724919,0.363154509
g1747,0.433449489,-0.923700088,0.363061505
g1748,0.433453086,6.395404369,0.363057901
g1749,0.433511882,-0.456878714,0.362998995
g1750,0.433723604,7.795400698,0.362786942
g1751,0.434033602,-0.961462065,0.362476647
g1752,0.434273084,-0.939153877,0.362237087
g1753,0.434413652,-0.835979022,0.362096535
g1754,0.434418922,-1.5590904,0.362091266
g1755,0.434426853,-1.189733829,0.362083338
g1756,0.434581252,0.823655598,0.361929013
g1757,0.434647308,0.503450002,0.361863006
g1758,0.434712722,-0.923085012,0.36179765
g1759,0.434859704,-5.435921689,0.361650834
g1760,0.434904498,2.526824251,0.361606101
g1761,0.434965065,-0.455016599,0.361545623
g1762,0.435005897,-0.697881162,0.361504856
g1763,0.435006539,-0.578751756,0.361504215
g1764,0.435061794,0.878200602,0.361449054
g1765,0.435105417,-1.507284828,0.36140551
g1766,0.435362654,-0.899294709,0.361148828
g1767,0.435530721,-0.864298091,0.360981206
g1768,0.43574378,-5.048541564,0.360768803
g1769,0.436201242,-3.638144138,0.360313102
g1770,0.436220384,-4.368684887,0.360294044
g1771,0.436576686,-0.359847391,0.35993946
g1772,0.436641057,4.815551312,0.35987543
g1773,0.43667874,-0.878259598,0.359837951
g1774,0.436714775,5.795751956,0.359802115
g1775,0.43675496,-0.607481188,0.359762154
g1776,0.43677451,2.733305872,0.359742715
g1777,0.437027051,2.560665649,0.35949168
g1778,0.437203377,-0.390442236,0.359316492
g1779,0.437259838,-0.326203925,0.35926041
g1780,0.437400559,4.598290488,0.359120666
g1781,0.437604786,-0.579738546,0.358917937
g1782,0.437850732,-0.380384887,0.35867392
g1783,0.437893618,-0.803554116,0.358631384
g1784,0.43790234,-0.888926752,0.358622734
g1785,0.437953957,-0.911007499,0.358571545
g1786,0.437958256,-0.947349118,0.358567282
g1787,0.437983959,-2.465396441,0.358541795
g1788,0.43809122,-4.193384885,0.358435451
g1789,0.438092662,-5.596086405,0.358434021
g1790,0.438348215,2.924134185,0.358180758
g1791,0.438456622,5.899858961,0.358073366
g1792,0.438469604,-3.76695593,0.358060508
g1793,0.438677966,-0.897038035,0.357854179
g1794,0.438702006,-0.427906324,0.35783038
g1795,0.438750082,-0.853242173,0.357782789
g1796,0.438813694,0.641199666,0.357719828
g1797,0.438822529,-0.865282914,0.357711084
g1798,0.438831838,5.072909334,0.357701871
g1799,0.439033773,4.182641819,0.35750207
g1800,0.439319164,-0.842222463,0.357219852
g1801,0.439457681,0.502801784,0.35708294
g1802,0.439479325,0.538046547,0.357061551
g1803,0.439613517,-0.831201358,0.356928963
g1804,0.439614049,-0.820650643,0.356928437
g1805,0.439617016,-2.287506907,0.356925506
g1806,0.439679471,-0.682539472,0.356863811
g1807,0.439688957,-0.366646708,0.356854442
g1808,0.439745133,-5.034691494,0.356798959
g1809,0.439875723,-0.674972452,0.356670006
g1810,0.439985162,-2.818221017,0.356561969
g1811,0.44017266,-0.844537634,0.356376936
g1812,0.440189598,6.962178011,0.356360224
g1813,0.440334621,3.530969019,0.356217167
g1814,0.440338506,-0.249458759,0.356213335
g1815,0.440594286,-1.633008247,0.355961139
g1816,0.440718357,-0.544178996,0.35583886
g1817,0.440980647,-0.964601019,0.35558047
g1818,0.441030568,3.161332866,0.355531308
g1819,0.441187856,-0.631876426,0.35537645
g1820,0.44139043,4.000398443,0.355177087
g1821,0.44161609,-2.197313712,0.354955112
g1822,0.441720367,-1.850452709,0.354852576
g1823,0.441873801,1.035476136,0.354701747
g1824,0.441911309,2.201464019,0.354664884
g1825,0.442323643,8.001659395,0.354259846
g1826,0.442332992,5.663903658,0.354250667
g1827,0.442341908,1.337529024,0.354241913
g1828,0.442543532,0.908710239,0.354044002
g1829,0.442548512,-0.333097127,0.354039115
g1830,0.442554796,0.699476483,0.354032948
g1831,0.44256086,4.025143386,0.354026998
g1832,0.44287999,0.491561461,0.353713941
g1833,0.442889405,-1.22989854,0.353704709
g1834,0.442890902,-0.78685242,0.353703241
g1835,0.442903916,0.696421076,0.35369048
g1836,0.442932141,1.612840233,0.353662804
g1837,0.442950182,-0.737921345,0.353645116
g1838,0.443185622,2.120262392,0.353414338
g1839,0.443235252,4.532307055,0.353365706
g1840,0.443474626,-2.690038056,0.353131224
g1841,0.443475584,-0.959010085,0.353130286
g1842,0.443518019,1.810034513,0.353088731
g1843,0.443526545,-1.187852611,0.353080383
g1844,0.443659931,1.957154334,0.352949793
g1845,0.443689663,7.507657888,0.352920689
g1846,0.443868929,5.679290465,0.352745255
g1847,0.443940419,0.536435777,0.352675312
g1848,0.444266661,-1.683977898,0.352356276
g1849,0.44429163,0.879183512,0.352331868
g1850,0.444354638,-1.279869173,0.352270282
g1851,0.444565908,-0.683444409,0.352063845
g1852,0.444630829,4.457926646,0.352000428
g1853,0.444722184,4.85444747,0.351911206
g1854,0.444835223,2.693466748,0.351800832
g1855,0.444924943,0.330354151,0.351713247
g1856,0.445123401,-0.968604064,0.351519573
g1857,0.44527712,-1.506884359,0.35136962
g1858,0.445359596,-1.166763347,0.351289186
g1859,0.445372483,-4.743473427,0.351276619
g1860,0.445428266,3.550122565,0.351222227
g1861,0.445564341,2.291687533,0.351089574
g1862,0.4456185,-0.86381479,0.351036788
g1863,0.445806892,0.566252791,0.350853222
g1864,0.446006238,-0.728669915,0.350659067
g1865,0.446014568,-4.248596904,0.350650956
g1866,0.44604631,-0.501205709,0.350620049
g1867,0.446047278,0.8422766,0.350619107
g1868,0.446065271,2.328096604,0.350601588
g1869,0.446139945,-0.596669634,0.350528891
g1870,0.446241172,-0.642918678,0.350430362
g1871,0.446378103,-0.900461294,0.350297118
g1872,0.446620831,-0.833443339,0.350061025
g1873,0.446645723,2.902761715,0.35003682
g1874,0.44670434,-0.947911737,0.349979828
g1875,0.44743099,-1.293153016,0.349273939
g1876,0.447492603,-0.691304311,0.349214139
g1877,0.447505104,-0.849626525,0.349202007
g1878,0.447707024,0.374733141,0.349006092
g1879,0.447907112,-0.785076251,0.348812042
g1880,0.448029567,3.448558822,0.348693324
g1881,0.448037127,-0.39738503,0.348685996
g1882,0.448048866,0.420678951,0.348674618
g1883,0.44809545,-0.822596645,0.348629466
g1884,0.448167712,-1.130540742,0.348559435
g1885,0.448330497,-1.06450406,0.348401718
g1886,0.448595391,3.200359797,0.348145193
g1887,0.448883451,-3.197990807,0.347866405
g1888,0.448886625,-0.506625562,0.347863335
g1889,0.448937978,0.54688234,0.347813654
g1890,0.44899516,3.771152801,0.347758341
g1891,0.449014928,0.623220469,0.34773922
g1892,0.449390136,-2.614694391,0.347376464
g1893,0.449440137,-0.713113969,0.347328146
g1894,0.44986127,0.995578421,0.346921395
g1895,0.450038758,-1.092896063,0.346750083
g1896,0.450160934,4.231613934,0.346632197
g1897,0.450197069,0.260413756,0.346597337
g1898,0.450330779,-0.662575998,0.346468369
g1899,0.450462023,2.356359358,0.346341817
g1900,0.450746855,-0.736299046,0.346067295
g1901,0.450798724,-0.651249079,0.346017322
g1902,0.45108817,-0.691235508,0.345738562
g1903,0.451357433,-0.771178448,0.345479401
g1904,0.451563559,-0.83941391,0.345281113
g1905,0.451586056,-0.864586781,0.345259477
g1906,0.451594441,-0.78827391,0.345251413
g1907,0.451914925,-0.752652788,0.344943315
g1908,0.451956594,1.938254328,0.344903273
g1909,0.451968861,-0.547063819,0.344891485
g1910,0.452201955,5.476188755,0.344667564
g1911,0.452291402,-0.320848953,0.344581668
g1912,0.452974326,-0.867539844,0.343926413
g1913,0.453174058,3.591474287,0.343734959
g1914,0.453276535,-0.655600192,0.343636763
g1915,0.453385743,-1.33377959,0.343532141
g1916,0.453474185,-0.73406474,0.343447431
g1917,0.453528863,1.793559784,0.343395069
g1918,0.453573903,0.987816195,0.343351941
g1919,0.453610495,0.499634967,0.343316906
g1920,0.453677097,0.765173973,0.343253145
g1921,0.453938268,1.092070218,0.343003204
g1922,0.453957743,-0.339584417,0.342984572
g1923,0.454036628,5.01944721,0.34290911
g1924,0.454342781,0.884224225,0.342616368
g1925,0.454470739,0.238257711,0.342494073
g1926,0.45448977,5.091080791,0.342475888
g1927,0.454500435,1.015811229,0.342465697
g1928,0.454537161,-0.878371081,0.342430605
g1929,0.454580973,0.716601769,0.342388746
g1930,0.454615441,-0.713376865,0.342355818
g1931,0.454760717,1.744887232,0.342217057
g1932,0.454795604,-0.69469549,0.342183742
g1933,0.454995145,3.02146404,0.341993237
g1934,0.455105738,1.510661768,0.341887689
g1935,0.455125838,-3.678199748,0.341868508
g1936,0.45514355,0.699066485,0.341851607
g1937,0.455241935,-1.656131726,0.341757739
g1938,0.455320484,-0.676025457,0.341682811
g1939,0.455461496,5.425524242,0.341548332
g1940,0.455506583,-0.213731318,0.341505342
g1941,0.455905535,-2.021365152,0.341125135
g1942,0.455999919,2.127935034,0.341035234
g1943,0.45606941,-0.687039141,0.340969056
g1944,0.456249731,-1.076644442,0.340797379
g1945,0.456271508,-0.214705719,0.34077665
g1946,0.456429832,1.996234162,0.340625978
g1947,0.456499146,-0.606022078,0.340560031
g1948,0.456635266,2.724421248,0.340430551
g1949,0.456725885,-3.069485283,0.340344374
g1950,0.456732455,-1.76906055,0.340338127
g1951,0.456771957,-0.637034865,0.340300567
g1952,0.456781429,-0.213731317,0.340291561
g1953,0.456790844,-0.343195731,0.34028261
g1954,0.456876825,5.543801553,0.340200871
g1955,0.45690771,3.968777144,0.340171513
g1956,0.457055337,2.660879234,0.340031215
g1957,0.457243045,-2.574009508,0.339852892
g1958,0.457463896,0.48927909,0.339643176
g1959,0.457604582,-0.673035219,0.339509636
g1960,0.457606196,4.288831485,0.339508104
g1961,0.457769017,-0.95072365,0.339353605
g1962,0.457936177,1.45911864,0.339195046
g1963,0.458115867,-1.324086061,0.339024666
g1964,0.458153334,2.666773246,0.338989149
g1965,0.458177106,-0.714134342,0.338966615
g1966,0.458244603,-0.887162485,0.338902641
g1967,0.458264887,3.779351519,0.338883418
g1968,0.458307298,-0.464012965,0.338843227
g1969,0.458402989,2.639788814,0.338752559
g1970,0.458557305,-1.74588671,0.338606384
g1971,0.458620584,1.004907468,0.338546457
g1972,0.458634563,0.592483988,0.33853322
g1973,0.458807214,-0.559334897,0.338369762
g1974,0.45908536,4.942664978,0.338106556
g1975,0.459102601,2.755353697,0.338090247
g1976,0.459210538,-0.266755371,0.337988154
g1977,0.459272094,-0.682591318,0.337929942
g1978,0.459517742,-0.729868344,0.337697716
g1979,0.459589051,-0.470608804,0.337630326
g1980,0.459955706,-0.822368574,0.337283989
g1981,0.460038646,-0.720673374,0.337205683
g1982,0.460079942,5.078841133,0.3371667
g1983,0.460106169,4.356924736,0.337141944
g1984,0.460111815,-0.757183649,0.337136615
g1985,0.460540991,2.18605427,0.336731709
g1986,0.460657036,-0.747351739,0.336622291
g1987,0.460693587,0.881048992,0.336587833
g1988,0.460841261,-1.003103761,0.336448644
g1989,0.460953792,0.645950796,0.336342608
g1990,0.461216359,-0.852808858,0.336095297
g1991,0.461260834,-0.745717876,0.33605342
g1992,0.461464645,-0.623275426,0.335861567
g1993,0.461537794,1.600634021,0.33579273
g1994,0.461542455,4.391413795,0.335788344
g1995,0.461588941,-0.743115464,0.335744605
g1996,0.461896112,-0.856163759,0.335455693
g1997,0.461951899,0.403397824,0.335403243
g1998,0.46199051,3.721367103,0.335366945
g1999,0.462004097,-0.807367393,0.335354173
g2000,0.462261369,-0.869057997,0.335112399
g2001,0.462404649,-1.24662092,0.334977808
g2002,0.462410584,-0.770048884,0.334972234
g2003,0.462525278,-0.862595463,0.334864527
g2004,0.462610665,-0.661194112,0.334784359
g2005,0.462685291,-0.731014837,0.334714307
g2006,0.463158476,-0.71955165,0.334270384
g2007,0.46326483,-0.761709955,0.334170669
g2008,0.463499392,-0.716692288,0.333950831
g2009,0.463685332,0.512879025,0.333776642
g2010,0.463803803,-1.269468323,0.333665695
g2011,0.463827782,-0.670116067,0.333643242
g2012,0.463928751,-0.715370248,0.333548712
g2013,0.46422514,-0.875341537,0.333271344
g2014,0.464491639,-0.417145904,0.333022099
g2015,0.464642051,-0.626264574,0.332881488
g2016,0.464860143,-0.743679993,0.332677689
g2017,0.464966218,-0.832820029,0.3325786
g2018,0.465098928,1.757906907,0.332454661
g2019,0.465357508,-0.358998695,0.332213275
g2020,0.465407074,-0.738838004,0.33216702
g2021,0.465491186,3.731888449,0.332088538
g2022,0.465831615,-3.430338291,0.33177104
g2023,0.466030973,-0.671001195,0.331585219
g2024,0.466036526,-0.759404167,0.331580044
g2025,0.466170713,-0.666588955,0.331455014
g2026,0.466239973,-0.890781176,0.331390495
g2027,0.466336026,-0.698153607,0.331301033
g2028,0.466397186,0.532632683,0.331244079
g2029,0.466503428,0.529483702,0.331145161
g2030,0.466656125,-2.591330342,0.33100303
g2031,0.466901023,-2.688530364,0.330775175
g2032,0.467088704,-0.702595341,0.330600635
g2033,0.467171461,-4.782411377,0.330523696
g2034,0.467323323,-1.022987156,0.330382544
g2035,0.467381907,1.83419903,0.330328104
g2036,0.467585388,-0.637428181,0.330139069
g2037,0.467613989,0.43256283,0.330112505
g2038,0.467674199,4.628763916,0.330056589
g2039,0.467717327,0.375164044,0.330016541
g2040,0.467773681,-0.690793304,0.329964217
g2041,0.467832055,-0.637428181,0.329910024
g2042,0.468034724,4.368637451,0.329721925
g2043,0.468184215,3.731221559,0.329583233
g2044,0.468493604,-0.714227773,0.329296334
g2045,0.468577693,-0.203026335,0.32921839
g2046,0.468806371,-1.0855793,0.329006495
g2047,0.468928072,-2.485167243,0.328893768
g2048,0.469233988,-2.802087466,0.328610538
g2049,0.469367074,0.177434958,0.328487379
g2050,0.469387737,3.690611229,0.328468261
g2051,0.470014026,-2.110887996,0.327889182
g2052,0.470384859,0.432309164,0.327546666
g2053,0.470389355,0.401709607,0.327542515
g2054,0.470437783,-1.503488209,0.327497805
g2055,0.470439996,-0.646736671,0.327495762
g2056,0.470454368,1.80920187,0.327482495
g2057,0.47053278,-1.103769581,0.327410116
g2058,0.470574273,-0.379122026,0.32737182
g2059,0.470960461,0.525168299,0.327015552
g2060,0.471219777,-1.807242955,0.326776491
g2061,0.471447016,4.274875057,0.326567109
g2062,0.47156941,-0.670220022,0.326454375
g2063,0.471692393,0.331320951,0.326341128
g2064,0.471743791,-0.896256847,0.326293807
g2065,0.471752697,0.834926611,0.326285608
g2066,0.471906785,1.121014021,0.326143778
g2067,0.471938375,-1.859811845,0.326114707
g2068,0.472030297,2.086289247,0.326030126
g2069,0.472034109,-0.462904548,0.326026618
g2070,0.472068015,2.14903524,0.325995424
g2071,0.472196454,-0.881316369,0.325877279
g2072,0.472262832,0.355016282,0.325816233
g2073,0.472508262,-0.741649253,0.325590593
g2074,0.472653255,2.581019715,0.325457347
g2075,0.472822289,-0.732839698,0.325302059
g2076,0.472964902,-0.594586506,0.325171086
g2077,0.473187567,-0.423345384,0.324966675
g2078,0.473314275,0.674078996,0.324850397
g2079,0.473514453,3.003961663,0.324666761
g2080,0.473723953,1.520920524,0.324474655
g2081,0.473777211,3.213962091,0.324425833
g2082,0.473981554,3.607430712,0.324238559
g2083,0.474113445,3.034544709,0.324117729
g2084,0.474160193,-2.970000492,0.324074909
g2085,0.474343681,-0.845555788,0.323906881
g2086,0.474392869,3.831992121,0.323861848
g2087,0.474576118,-0.413276227,0.32369412
g2088,0.47475108,-0.939692468,0.323534039
g2089,0.47479781,0.19335452,0.323491293
g2090,0.475277769,1.409132084,0.323052499
g2091,0.47527988,-2.360314769,0.32305057
g2092,0.475550208,-1.162184822,0.322803624
g2093,0.47557661,-0.785155707,0.322779513
g2094,0.475668524,-0.405475514,0.322695586
g2095,0.47585587,-0.978714342,0.322524569
g2096,0.47586287,0.344225164,0.32251818
g2097,0.475864818,1.91682737,0.322516403
g2098,0.475889151,7.717641303,0.322494196
g2099,0.475996808,2.375588077,0.32239596
g2100,0.476138401,0.49538952,0.322266791
g2101,0.47637861,-0.704982447,0.322047747
g2102,0.476387835,-0.36181955,0.322039337
g2103,0.476459146,-0.814035833,0.321974332
g2104,0.47651469,-0.861608399,0.321923706
g2105,0.476634274,-0.672093125,0.321814731
g2106,0.47678822,-2.585756235,0.321674483
g2107,0.476886475,-0.714440159,0.321584994
g2108,0.477013217,0.094721393,0.321469587
g2109,0.477313983,-1.675808882,0.321195843
g2110,0.477331442,-0.642517926,0.321179958
